id,title,short_description,long_description,scene_data,thumbnail,created_at,updated_at
"9a256f09-2188-4daa-89cd-940f0552a695","Untitled Scene",,,"{""textGap"":5,""blobConfig"":{""speed"":0.5,""colors"":[""#76cfea"",""#cbe1f8"",""#f5a4b7""],""blobCount"":5,""maxRadius"":120,""minRadius"":40,""threshold"":180,""blurAmount"":12,""decaySpeed"":0.95,""orbitRadius"":150,""mouseInfluence"":0.3,""backgroundColor"":""#e5f0fc"",""useGradientColors"":true},""textConfig"":{""color"":""#ffffff"",""enabled"":false,""opacity"":0.8950323857058978},""audioConfig"":{""source"":""mic"",""enabled"":false,""fileName"":null,""smoothing"":0.8,""sensitivity"":1},""fluidConfig"":{""speed"":0.6,""colors"":[""#76cfea"",""#cbe1f8"",""#f5a4b7"",""#c9e7d1""],""intensity"":1.5,""blurAmount"":13,""backgroundColor"":""#e5f0fc"",""useGradientColors"":true},""wavesConfig"":{""blur"":40,""speed"":0.5,""colors"":[""#76cfea"",""#cbe1f8"",""#f5a4b7"",""#c9e7d1""],""layers"":5,""rotation"":0,""waveHeight"":0.05,""phaseOffset"":0,""waveFrequency"":2,""useGradientColors"":true},""auroraConfig"":{""ttl"":70,""width"":95,""hueEnd"":230,""hueStart"":190,""lineCount"":100,""maxHeight"":300,""minHeight"":300,""blurAmount"":22,""decaySpeed"":0.96,""backgroundColor"":""#e5f0fc"",""useGradientColors"":true},""colorPalette"":{""red"":{""50"":""oklch(0.971 0.013 17.380)"",""100"":""oklch(0.936 0.032 17.717)"",""200"":""oklch(0.885 0.062 18.334)"",""300"":""oklch(0.808 0.114 19.571)"",""400"":""oklch(0.704 0.191 22.216)"",""500"":""oklch(0.637 0.237 25.331)"",""600"":""oklch(0.577 0.245 27.325)"",""700"":""oklch(0.505 0.213 27.518)"",""800"":""oklch(0.444 0.177 26.899)"",""900"":""oklch(0.396 0.141 25.723)"",""950"":""oklch(0.258 0.092 26.042)""},""sky"":{""50"":""oklch(0.977 0.013 236.620)"",""100"":""oklch(0.951 0.026 236.824)"",""200"":""oklch(0.901 0.058 230.902)"",""300"":""oklch(0.828 0.111 230.318)"",""400"":""oklch(0.746 0.160 232.661)"",""500"":""oklch(0.685 0.169 237.323)"",""600"":""oklch(0.588 0.158 241.966)"",""700"":""oklch(0.500 0.134 242.749)"",""800"":""oklch(0.443 0.110 240.790)"",""900"":""oklch(0.391 0.090 240.876)"",""950"":""oklch(0.293 0.066 243.157)""},""blue"":{""50"":""oklch(0.970 0.014 254.604)"",""100"":""oklch(0.932 0.032 255.585)"",""200"":""oklch(0.882 0.059 254.128)"",""300"":""oklch(0.809 0.105 251.813)"",""400"":""oklch(0.707 0.165 254.624)"",""500"":""oklch(0.623 0.214 259.815)"",""600"":""oklch(0.546 0.245 262.881)"",""700"":""oklch(0.488 0.243 264.376)"",""800"":""oklch(0.424 0.199 265.638)"",""900"":""oklch(0.379 0.146 265.522)"",""950"":""oklch(0.282 0.091 267.935)""},""cyan"":{""50"":""oklch(0.984 0.019 200.873)"",""100"":""oklch(0.956 0.045 203.388)"",""200"":""oklch(0.917 0.080 205.041)"",""300"":""oklch(0.865 0.127 207.078)"",""400"":""oklch(0.789 0.154 211.530)"",""500"":""oklch(0.715 0.143 215.221)"",""600"":""oklch(0.609 0.126 221.723)"",""700"":""oklch(0.520 0.105 223.128)"",""800"":""oklch(0.450 0.085 224.283)"",""900"":""oklch(0.398 0.070 227.392)"",""950"":""oklch(0.302 0.056 229.695)""},""gray"":{""50"":""oklch(0.985 0.002 247.839)"",""100"":""oklch(0.967 0.003 264.542)"",""200"":""oklch(0.928 0.006 264.531)"",""300"":""oklch(0.872 0.010 258.338)"",""400"":""oklch(0.707 0.022 261.325)"",""500"":""oklch(0.551 0.027 264.364)"",""600"":""oklch(0.446 0.030 256.802)"",""700"":""oklch(0.373 0.034 259.733)"",""800"":""oklch(0.278 0.033 256.848)"",""900"":""oklch(0.210 0.034 264.665)"",""950"":""oklch(0.130 0.028 261.692)""},""lime"":{""50"":""oklch(0.986 0.031 120.757)"",""100"":""oklch(0.967 0.067 122.328)"",""200"":""oklch(0.938 0.127 124.321)"",""300"":""oklch(0.897 0.196 126.665)"",""400"":""oklch(0.841 0.238 128.850)"",""500"":""oklch(0.768 0.233 130.850)"",""600"":""oklch(0.648 0.200 131.684)"",""700"":""oklch(0.532 0.157 131.589)"",""800"":""oklch(0.453 0.124 130.933)"",""900"":""oklch(0.405 0.101 131.063)"",""950"":""oklch(0.274 0.072 132.109)""},""pink"":{""50"":""oklch(0.971 0.014 343.198)"",""100"":""oklch(0.948 0.028 342.258)"",""200"":""oklch(0.899 0.061 343.231)"",""300"":""oklch(0.823 0.120 346.018)"",""400"":""oklch(0.718 0.202 349.761)"",""500"":""oklch(0.656 0.241 354.308)"",""600"":""oklch(0.592 0.249 0.584)"",""700"":""oklch(0.525 0.223 3.958)"",""800"":""oklch(0.459 0.187 3.815)"",""900"":""oklch(0.408 0.153 2.432)"",""950"":""oklch(0.284 0.109 3.907)""},""rose"":{""50"":""oklch(0.969 0.015 12.422)"",""100"":""oklch(0.941 0.030 12.580)"",""200"":""oklch(0.892 0.058 10.001)"",""300"":""oklch(0.810 0.117 11.638)"",""400"":""oklch(0.712 0.194 13.428)"",""500"":""oklch(0.645 0.246 16.439)"",""600"":""oklch(0.586 0.253 17.585)"",""700"":""oklch(0.514 0.222 16.935)"",""800"":""oklch(0.455 0.188 13.697)"",""900"":""oklch(0.410 0.159 10.272)"",""950"":""oklch(0.271 0.105 12.094)""},""teal"":{""50"":""oklch(0.984 0.014 180.720)"",""100"":""oklch(0.953 0.051 180.801)"",""200"":""oklch(0.910 0.096 180.426)"",""300"":""oklch(0.855 0.138 181.071)"",""400"":""oklch(0.777 0.152 181.912)"",""500"":""oklch(0.704 0.140 182.503)"",""600"":""oklch(0.600 0.118 184.704)"",""700"":""oklch(0.511 0.096 186.391)"",""800"":""oklch(0.437 0.078 188.216)"",""900"":""oklch(0.386 0.063 188.416)"",""950"":""oklch(0.277 0.046 192.524)""},""zinc"":{""50"":""oklch(0.985 0.000 0.000)"",""100"":""oklch(0.967 0.001 286.375)"",""200"":""oklch(0.920 0.004 286.320)"",""300"":""oklch(0.871 0.006 286.286)"",""400"":""oklch(0.705 0.015 286.067)"",""500"":""oklch(0.552 0.016 285.938)"",""600"":""oklch(0.442 0.017 285.786)"",""700"":""oklch(0.370 0.013 285.805)"",""800"":""oklch(0.274 0.006 286.033)"",""900"":""oklch(0.210 0.006 285.885)"",""950"":""oklch(0.141 0.005 285.823)""},""amber"":{""50"":""oklch(0.987 0.022 95.277)"",""100"":""oklch(0.962 0.059 95.617)"",""200"":""oklch(0.924 0.120 95.746)"",""300"":""oklch(0.879 0.169 91.605)"",""400"":""oklch(0.828 0.189 84.429)"",""500"":""oklch(0.769 0.188 70.080)"",""600"":""oklch(0.666 0.179 58.318)"",""700"":""oklch(0.555 0.163 48.998)"",""800"":""oklch(0.473 0.137 46.201)"",""900"":""oklch(0.414 0.112 45.904)"",""950"":""oklch(0.279 0.077 45.635)""},""black"":""#000"",""green"":{""50"":""oklch(0.982 0.018 155.826)"",""100"":""oklch(0.962 0.044 156.743)"",""200"":""oklch(0.925 0.084 155.995)"",""300"":""oklch(0.871 0.150 154.449)"",""400"":""oklch(0.792 0.209 151.711)"",""500"":""oklch(0.723 0.219 149.579)"",""600"":""oklch(0.627 0.194 149.214)"",""700"":""oklch(0.527 0.154 150.069)"",""800"":""oklch(0.448 0.119 151.328)"",""900"":""oklch(0.393 0.095 152.535)"",""950"":""oklch(0.266 0.065 152.934)""},""slate"":{""50"":""oklch(0.984 0.003 247.858)"",""100"":""oklch(0.968 0.007 247.896)"",""200"":""oklch(0.929 0.013 255.508)"",""300"":""oklch(0.869 0.022 252.894)"",""400"":""oklch(0.704 0.040 256.788)"",""500"":""oklch(0.554 0.046 257.417)"",""600"":""oklch(0.446 0.043 257.281)"",""700"":""oklch(0.372 0.044 257.287)"",""800"":""oklch(0.279 0.041 260.031)"",""900"":""oklch(0.208 0.042 265.755)"",""950"":""oklch(0.129 0.042 264.695)""},""stone"":{""50"":""oklch(0.985 0.001 106.423)"",""100"":""oklch(0.970 0.001 106.424)"",""200"":""oklch(0.923 0.003 48.717)"",""300"":""oklch(0.869 0.005 56.366)"",""400"":""oklch(0.709 0.010 56.259)"",""500"":""oklch(0.553 0.013 58.071)"",""600"":""oklch(0.444 0.011 73.639)"",""700"":""oklch(0.374 0.010 67.558)"",""800"":""oklch(0.268 0.007 34.298)"",""900"":""oklch(0.216 0.006 56.043)"",""950"":""oklch(0.147 0.004 49.250)""},""white"":""#fff"",""indigo"":{""50"":""oklch(0.962 0.018 272.314)"",""100"":""oklch(0.930 0.034 272.788)"",""200"":""oklch(0.870 0.065 274.039)"",""300"":""oklch(0.785 0.115 274.713)"",""400"":""oklch(0.673 0.182 276.935)"",""500"":""oklch(0.585 0.233 277.117)"",""600"":""oklch(0.511 0.262 276.966)"",""700"":""oklch(0.457 0.240 277.023)"",""800"":""oklch(0.398 0.195 277.366)"",""900"":""oklch(0.359 0.144 278.697)"",""950"":""oklch(0.257 0.090 281.288)""},""orange"":{""50"":""oklch(0.980 0.016 73.684)"",""100"":""oklch(0.954 0.038 75.164)"",""200"":""oklch(0.901 0.076 70.697)"",""300"":""oklch(0.837 0.128 66.290)"",""400"":""oklch(0.750 0.183 55.934)"",""500"":""oklch(0.705 0.213 47.604)"",""600"":""oklch(0.646 0.222 41.116)"",""700"":""oklch(0.553 0.195 38.402)"",""800"":""oklch(0.470 0.157 37.304)"",""900"":""oklch(0.408 0.123 38.172)"",""950"":""oklch(0.266 0.079 36.259)""},""purple"":{""50"":""oklch(0.977 0.014 308.299)"",""100"":""oklch(0.946 0.033 307.174)"",""200"":""oklch(0.902 0.063 306.703)"",""300"":""oklch(0.827 0.119 306.383)"",""400"":""oklch(0.714 0.203 305.504)"",""500"":""oklch(0.627 0.265 303.900)"",""600"":""oklch(0.558 0.288 302.321)"",""700"":""oklch(0.496 0.265 301.924)"",""800"":""oklch(0.438 0.218 303.724)"",""900"":""oklch(0.381 0.176 304.987)"",""950"":""oklch(0.291 0.149 302.717)""},""violet"":{""50"":""oklch(0.969 0.016 293.756)"",""100"":""oklch(0.943 0.029 294.588)"",""200"":""oklch(0.894 0.057 293.283)"",""300"":""oklch(0.811 0.111 293.571)"",""400"":""oklch(0.702 0.183 293.541)"",""500"":""oklch(0.606 0.250 292.717)"",""600"":""oklch(0.541 0.281 293.009)"",""700"":""oklch(0.491 0.270 292.581)"",""800"":""oklch(0.432 0.232 292.759)"",""900"":""oklch(0.380 0.189 293.745)"",""950"":""oklch(0.283 0.141 291.089)""},""yellow"":{""50"":""oklch(0.987 0.026 102.212)"",""100"":""oklch(0.973 0.071 103.193)"",""200"":""oklch(0.945 0.129 101.540)"",""300"":""oklch(0.905 0.182 98.111)"",""400"":""oklch(0.852 0.199 91.936)"",""500"":""oklch(0.795 0.184 86.047)"",""600"":""oklch(0.681 0.162 75.834)"",""700"":""oklch(0.554 0.135 66.442)"",""800"":""oklch(0.476 0.114 61.907)"",""900"":""oklch(0.421 0.095 57.708)"",""950"":""oklch(0.286 0.066 53.813)""},""emerald"":{""50"":""oklch(0.979 0.021 166.113)"",""100"":""oklch(0.950 0.052 163.051)"",""200"":""oklch(0.905 0.093 164.150)"",""300"":""oklch(0.845 0.143 164.978)"",""400"":""oklch(0.765 0.177 163.223)"",""500"":""oklch(0.696 0.170 162.480)"",""600"":""oklch(0.596 0.145 163.225)"",""700"":""oklch(0.508 0.118 165.612)"",""800"":""oklch(0.432 0.095 166.913)"",""900"":""oklch(0.378 0.077 168.940)"",""950"":""oklch(0.262 0.051 172.552)""},""fuchsia"":{""50"":""oklch(0.977 0.017 320.058)"",""100"":""oklch(0.952 0.037 318.852)"",""200"":""oklch(0.903 0.076 319.620)"",""300"":""oklch(0.833 0.145 321.434)"",""400"":""oklch(0.740 0.238 322.160)"",""500"":""oklch(0.667 0.295 322.150)"",""600"":""oklch(0.591 0.293 322.896)"",""700"":""oklch(0.518 0.253 323.949)"",""800"":""oklch(0.452 0.211 324.591)"",""900"":""oklch(0.401 0.170 325.612)"",""950"":""oklch(0.293 0.136 325.661)""},""neutral"":{""50"":""oklch(0.985 0.000 0.000)"",""100"":""oklch(0.970 0.000 0.000)"",""200"":""oklch(0.922 0.000 0.000)"",""300"":""oklch(0.870 0.000 0.000)"",""400"":""oklch(0.708 0.000 0.000)"",""500"":""oklch(0.556 0.000 0.000)"",""600"":""oklch(0.439 0.000 0.000)"",""700"":""oklch(0.371 0.000 0.000)"",""800"":""oklch(0.269 0.000 0.000)"",""900"":""oklch(0.205 0.000 0.000)"",""950"":""oklch(0.145 0.000 0.000)""}},""inputEnabled"":false,""ribbonConfig"":{""noise"":0.8,""speed"":0.6,""taper"":-1,""spread"":0.8,""opacity"":0.4,""rotation"":60,""amplitude"":0.3,""thickness"":0.75,""ribbonCount"":5,""backgroundColor"":""#e5f0fc"",""useGradientColors"":true},""textSections"":[{""id"":1,""font"":""serif"",""size"":76,""text"":""Ethereal"",""italic"":false,""weight"":700,""spacing"":0.06252650073196073},{""id"":2,""font"":""mono"",""size"":26,""text"":""Beyond the veil"",""italic"":false,""weight"":800,""spacing"":-0.04252888968783726}],""effectsConfig"":{""blur"":14,""texture"":""scanlines"",""colorMap"":""none"",""contrast"":100,""brightness"":105,""saturation"":105,""flutedGlass"":{""enabled"":true,""rotation"":63,""segments"":192,""motionSpeed"":1,""motionValue"":0,""waveFrequency"":3,""overlayOpacity"":8,""distortionStrength"":0.053033800625876815},""textureSize"":50,""textureOpacity"":0,""textureBlendMode"":""overlay"",""vignetteIntensity"":0},""backgroundType"":""waves"",""gradientConfig"":{""type"":""linear"",""colors"":[""#ecfeff"",""#cefafe""],""endPos"":{""x"":-50.96490094706887,""y"":-16.031808084550292},""startPos"":{""x"":52.66667093323011,""y"":-82.23590197382924},""numColors"":2,""colorStops"":[0,100],""decaySpeed"":0.95,""wave1Speed"":0.14712220428646022,""wave2Speed"":0.4415646795359138,""waveIntensity"":0.4404023343333646,""mouseInfluence"":0.3383999263967511,""wave1Direction"":1,""wave2Direction"":1},""themeOverrides"":{""light"":{}},""dandelionConfig"":{""speed"":0.4,""spread"":0.16,""centerY"":0.77,""dotSize"":1.9,""lineCount"":101,""radiusMax"":0.59,""radiusMin"":0.17,""thickness"":1,""gradientEndX"":13,""gradientEndY"":-5,""backgroundColor"":""#e5f0fc"",""useGradientColors"":true,""radialGradientStops"":[0,100],""radialGradientColors"":[""#007a54"",""#660013""]},""shapeTrailConfig"":{""gap"":30,""shape"":""circle"",""speed"":0.3,""opacity"":0.8,""endScale"":2000,""blendMode"":""normal"",""sizeCycles"":1,""startScale"":1000,""trailCount"":3,""pathComplexity"":4,""rotationOffset"":15,""backgroundColor"":""#e5f0fc"",""trailColorStops"":null,""useGradientColors"":true},""particleRingConfig"":{""speed"":0.9,""tiltX"":27,""tiltZ"":3,""ringWidth"":0.21,""dispersion"":0.49,""ringRadius"":0.3,""gradientEndX"":-19,""gradientEndY"":54,""particleSize"":2.3,""particleCount"":1478,""rotationSpeed"":0.18,""backgroundColor"":""#e5f0fc"",""useGradientColors"":true,""radialGradientStops"":[0,100],""radialGradientColors"":[""#e3f3ec"",""#e3f3ec""]},""selectedProjectIds"":[""e1a3d8ab-506d-46b9-8d18-164d8ef15c9c""],""tessellationConfig"":{""icon"":""Sailboat"",""size"":24,""color"":""#030e8b"",""colGap"":200,""rowGap"":200,""enabled"":true,""opacity"":0.21703990116346145,""rotation"":0,""mouseRotationInfluence"":0.5}}","{""full"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-full.jpg?t=1780962135918"",""webp"":{""full"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-full.webp?t=1780962135904"",""large"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-large.webp?t=1780962135810"",""small"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-small.webp?t=1780962135884"",""medium"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-medium.webp?t=1780962135768""},""large"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-large.jpg?t=1780962135814"",""small"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-small.jpg?t=1780962135825"",""medium"":""https://thumbnails.promad.design/9a256f09-2188-4daa-89cd-940f0552a695-medium.jpg?t=1780962135615""}","2026-06-08T23:42:13.963+00:00","2026-06-08T23:42:15.918+00:00"
"9606d612-df0b-4deb-b893-b7e19c1cbd68","Pink Gradient Background – Vibrant Color Blends for Design","Vibrant Pink Gradient Backgrounds for Modern Creative Projects","Download vibrant pink gradient backgrounds in HD quality. These smooth color transitions are perfect for websites, social media branding, and digital art. Get instant access to stunning pink backdrops for your creative projects now!","{""textGap"":2,""blobConfig"":{""speed"":0.5,""colors"":[""#0EA5E9"",""#FBBF24"",""#38BDF8""],""blobCount"":5,""maxRadius"":120,""minRadius"":40,""threshold"":180,""blurAmount"":12,""decaySpeed"":0.95,""orbitRadius"":150,""mouseInfluence"":0.3,""backgroundColor"":""#F0F9FF"",""useGradientColors"":true},""textConfig"":{""color"":""#ffffff"",""enabled"":false,""opacity"":0.8559267071657723},""audioConfig"":{""source"":""mic"",""enabled"":false,""fileName"":null,""smoothing"":0.8,""sensitivity"":1},""fluidConfig"":{""speed"":2.4,""colors"":[""#0EA5E9"",""#FBBF24"",""#FFFFFF"",""#38BDF8""],""intensity"":1.6,""blurAmount"":55,""backgroundColor"":""#F0F9FF"",""useGradientColors"":true},""wavesConfig"":{""blur"":35,""speed"":0.8,""colors"":[""#0EA5E9"",""#FBBF24"",""#FFFFFF"",""#38BDF8""],""layers"":6,""rotation"":-5,""waveHeight"":0.07,""phaseOffset"":0.3,""waveFrequency"":3,""useGradientColors"":true},""auroraConfig"":{""ttl"":490,""width"":95,""hueEnd"":220,""hueStart"":190,""lineCount"":450,""maxHeight"":850,""minHeight"":650,""blurAmount"":29,""decaySpeed"":0.95,""backgroundColor"":""#F0F9FF"",""useGradientColors"":true},""colorPalette"":{""rose"":{""50"":""#fff5f5"",""100"":""#ffe6e6"",""200"":""#ffccce"",""300"":""#ffa3ab"",""400"":""#ff677d"",""500"":""#fa2c5d"",""600"":""#d9003f"",""700"":""#b3002f"",""800"":""#8f0025"",""900"":""#73001f"",""950"":""#4b0015""},""black"":""#000"",""white"":""#fff""},""inputEnabled"":false,""ribbonConfig"":{""noise"":0.3,""speed"":1.8,""taper"":-0.6,""spread"":2.5,""opacity"":0.3,""rotation"":-45,""amplitude"":1.1,""thickness"":0.35,""ribbonCount"":3,""backgroundColor"":""#F0F9FF"",""useGradientColors"":true},""textSections"":[{""id"":1,""font"":""sans-serif"",""size"":178,""text"":""Go Time"",""italic"":false,""weight"":100,""spacing"":0.03931206551453531},{""id"":2,""font"":""serif"",""size"":33,""text"":""THE WEEK STARTS NOW"",""italic"":false,""weight"":600,""spacing"":-0.051264687499663134}],""effectsConfig"":{""blur"":2,""texture"":""grid"",""colorMap"":""none"",""contrast"":100,""brightness"":108,""saturation"":115,""flutedGlass"":{""enabled"":false,""rotation"":32,""segments"":71,""motionSpeed"":1,""motionValue"":0,""waveFrequency"":2,""overlayOpacity"":40,""distortionStrength"":0.020334211128400875},""textureSize"":72,""textureOpacity"":0.65,""textureBlendMode"":""multiply"",""vignetteIntensity"":0},""backgroundType"":""ribbon"",""gradientConfig"":{""type"":""linear"",""colors"":[""#fc3692"",""#e0ddd5"",""#00e6d9"",""#004cff""],""endPos"":{""x"":45.4980137699568,""y"":-12.169678095618792},""startPos"":{""x"":-47.53128591671509,""y"":-91.92612522405079},""numColors"":4,""colorStops"":[0,33,67,100],""decaySpeed"":0.95,""wave1Speed"":0.39052778508262226,""wave2Speed"":0.1225075717217266,""waveIntensity"":0.14260430476175742,""mouseInfluence"":0.7722311595091766,""wave1Direction"":-1,""wave2Direction"":-1},""themeOverrides"":{""light"":{""ribbonConfig"":{""speed"":1,""taper"":0,""spread"":1.2,""opacity"":1,""rotation"":40,""thickness"":1,""backgroundColor"":""#c7001e""},""effectsConfig"":{""brightness"":100,""saturation"":100,""textureSize"":32,""textureOpacity"":1,""textureBlendMode"":""normal""},""gradientConfig"":{""colors"":[""#ff677d"",""#ff677d"",""#ff677d""],""numColors"":3,""colorStops"":[0,50,100]},""dandelionConfig"":{""speed"":0,""centerY"":1.05,""dotSize"":2,""lineCount"":223,""radiusMax"":0.75,""radiusMin"":0.45,""thickness"":1,""radialGradientColors"":[""#fa2c5d"",""#fa2c5d""]}}},""dandelionConfig"":{""speed"":0.1,""spread"":1,""centerY"":0.95,""dotSize"":2.5,""lineCount"":114,""radiusMax"":0.8,""radiusMin"":0.5,""thickness"":0.5,""gradientEndX"":28,""gradientEndY"":122,""backgroundColor"":""#F0F9FF"",""useGradientColors"":true,""radialGradientStops"":[0,100],""radialGradientColors"":[""#fff5f8"",""#b0a791""]},""shapeTrailConfig"":{""gap"":30,""shape"":""square"",""speed"":0.3,""opacity"":0.8,""endScale"":2000,""blendMode"":""normal"",""sizeCycles"":1,""startScale"":1000,""trailCount"":3,""pathComplexity"":4,""rotationOffset"":15,""backgroundColor"":""#F0F9FF"",""trailColorStops"":null,""useGradientColors"":true},""particleRingConfig"":{""speed"":0.1,""tiltX"":27,""tiltZ"":-29,""ringWidth"":0.24,""dispersion"":0.47,""ringRadius"":0.37,""gradientEndX"":176,""gradientEndY"":22,""particleSize"":4.1,""particleCount"":861,""rotationSpeed"":0.23,""backgroundColor"":""#F0F9FF"",""useGradientColors"":true,""radialGradientStops"":[0,100],""radialGradientColors"":[""#fff5f8"",""#fff5f8""]},""selectedProjectIds"":[""be8665f2-bc2e-4539-ba66-d92925042171""],""tessellationConfig"":{""icon"":""MusicNote"",""size"":24,""color"":""#b0a791"",""colGap"":60,""rowGap"":60,""enabled"":false,""opacity"":0.3419551929603327,""rotation"":0,""mouseRotationInfluence"":0.5}}","{""full"":""https://thumbnails.promad.design/9606d612-df0b-4deb-b893-b7e19c1cbd68-full.jpg?t=1780665998464"",""large"":""https://thumbnails.promad.design/9606d612-df0b-4deb-b893-b7e19c1cbd68-large.jpg?t=1780665997937"",""small"":""https://thumbnails.promad.design/9606d612-df0b-4deb-b893-b7e19c1cbd68-small.jpg?t=1780665997921"",""medium"":""https://thumbnails.promad.design/9606d612-df0b-4deb-b893-b7e19c1cbd68-medium.jpg?t=1780665997925""}","2026-06-05T13:26:36.553+00:00","2026-06-05T13:26:41.321+00:00"
